Session,Mean_Error_m,RMS_Error_m,Max_Error_m,Std_Error_m,Percentile_95_m,Mean_Depth_Error_m
session_0079,1.3130818094808636,1.6045182828746596,3.063077963070694,0.9271124093301513,2.9513116421196384,0.05870967741935486
session_0083,1.4096182219770854,1.676700310575283,3.066485613645979,0.9125303437816864,2.950903432982061,0.0887878787878788
