time_str,latitude,longitude,depth,altitude,heading
00:03:52.861,18.340558,-64.97697,0.94,0.72,358.5
00:03:53.365,18.340559,-64.97697,0.91,0.65,359.3
00:03:53.865,18.34056,-64.97697,0.91,0.49,358.7
00:03:54.365,18.340562,-64.97697,0.98,0.55,0.9
00:03:54.866,18.340563,-64.97697,0.99,0.6,1.4
00:03:55.370,18.340565,-64.976969,0.99,0.64,6.7
00:03:55.874,18.340566,-64.976969,0.99,0.67,8.6
00:03:56.377,18.340568,-64.976969,1.02,0.69,6.7
00:03:56.877,18.340569,-64.976969,1.01,0.66,2.8
00:03:57.378,18.340571,-64.976969,1.0,0.63,359.6
00:03:57.882,18.340573,-64.97697,0.99,0.61,356.1
00:03:58.382,18.340574,-64.97697,0.99,0.66,355.2
00:03:58.886,18.340575,-64.97697,0.96,0.61,355.2
00:03:59.389,18.340577,-64.97697,0.98,0.64,357.0
00:03:59.893,18.340578,-64.97697,0.91,0.7,357.3
00:04:00.397,18.340579,-64.97697,0.95,0.61,357.2
00:04:00.898,18.340581,-64.97697,0.95,0.68,357.6
00:04:01.398,18.340582,-64.97697,0.96,0.64,358.8
00:04:01.898,18.340584,-64.97697,0.93,0.65,359.5
00:04:02.402,18.340585,-64.97697,0.92,0.7,1.4
00:04:02.905,18.340586,-64.976969,0.91,0.69,2.7
00:04:03.406,18.340588,-64.976969,0.98,0.66,3.6
00:04:03.909,18.34059,-64.976969,0.93,0.68,4.5
00:04:04.409,18.340591,-64.97697,0.95,0.72,2.2
00:04:04.909,18.340592,-64.97697,0.94,0.68,358.0
00:04:05.414,18.340594,-64.97697,0.98,0.65,356.9
00:04:05.918,18.340595,-64.97697,0.98,0.65,357.2
00:04:06.421,18.340596,-64.97697,0.97,0.67,358.2
00:04:06.925,18.340597,-64.97697,0.99,0.65,359.7
00:04:07.425,18.340599,-64.97697,1.01,0.67,1.7
00:04:07.929,18.340599,-64.97697,0.99,0.7,2.2
00:04:08.429,18.3406,-64.97697,1.0,0.68,2.5
00:04:08.929,18.340601,-64.97697,0.98,0.66,2.8
00:04:09.434,18.340601,-64.97697,0.98,0.64,2.6
00:04:09.937,18.340601,-64.97697,0.96,0.59,2.6
00:04:10.441,18.340602,-64.97697,1.01,0.57,2.0
00:04:10.941,18.340602,-64.97697,0.98,0.64,1.5
